date,buy/sell oil,buy/sell futures,storage, cash ,futures position,debt_over_oil,pnl,oil_spot,oil_futures
20060616,10000,0,10000,36917291.59,490000,0,187180,69.6588094,72.32148022
20060619,10000,0,10000,36696804.97,490000,0,-223440,69.13717708,71.86404663
20060620,10000,0,10000,36512070.72,490000,0,-187670,69.09684487,71.48006791
20060621,10000,0,10000,36939821.68,490000,0,424830,70.86245216,72.34921879
20060622,10000,0,10000,37332816.87,490000,0,390040,70.65176649,73.14724409
20060623,10000,0,10000,37440173.49,490000,0,104370,70.70179995,73.36061088
20060626,10000,0,10000,37876818.71,490000,0,433650,71.96591748,74.24784948
20060627,10000,0,10000,37936198.85,490000,0,56350,72.08624466,74.3630334
20060628,10000,0,10000,38100933.75,490000,0,161700,72.35704819,74.69373252
20060629,10000,0,10000,38640041.82,490000,0,536060,73.6916079,75.79064018
20060630,10000,0,10000,38846973.03,490000,0,203840,75.70649436,76.20771478
20060705,10000,0,10000,39516970.78,490000,0,666890,75.36777783,77.57192325
20060706,10000,0,10000,39600492.14,490000,0,80360,75.31763298,77.7363587
20060707,10000,0,10000,39264580.18,490000,0,-339080,74.26402366,77.04250503
20060710,10000,0,10000,38973721.35,490000,0,-294000,73.80239369,76.44079437
20060711,10000,0,10000,39141479.24,490000,0,164640,74.33385253,76.77760093
20060712,10000,0,10000,39503780.56,490000,0,359170,75.12640153,77.51258312
20060713,10000,0,10000,40490370.87,490000,0,983430,76.88248221,79.52401248
20060714,10000,0,10000,40745960.09,490000,0,252350,77.21343251,80.04048266
20060717,10000,0,10000,40136229.77,490000,0,-612990,75.48916316,78.78663441
20060718,10000,0,10000,39466670.67,490000,0,-672770,73.72287038,77.40976007
20060719,10000,0,10000,39292938.00,490000,0,-176890,72.83947044,77.04778168
20060720,10000,0,10000,39001101.44,490000,0,-294980,73.26056476,76.44399285
20060721,10000,0,10000,39044891.53,490000,0,40670,75.11664778,76.52699238
20060724,10000,0,10000,39369455.12,490000,0,321440,74.88582539,77.18476445
20060725,10000,0,10000,38866434.67,490000,0,-506170,73.58124181,76.14888693
20060726,10000,0,10000,38976853.99,490000,0,107310,74.12290887,76.36824149
20060727,10000,0,10000,39345512.14,490000,0,365540,74.72471644,77.11598391
20060728,10000,0,10000,38807209.78,490000,0,-541450,73.42014588,76.00830002
20060731,10000,0,10000,39311094.36,490000,0,500780,74.58382858,77.0325243
20060801,10000,0,10000,39592559.24,490000,0,278320,75.09550751,77.60199422
20060802,10000,0,10000,39816716.65,490000,0,220990,75.99846087,78.96221793
20060803,10000,0,10000,39811081.98,490000,0,-8820,75.64641583,78.94421587
20060804,10000,0,10000,39718716.87,490000,0,-95550,75.64729351,78.74869755
20060807,10000,0,10000,40482374.37,490000,0,760480,77.17292191,80.30423589
20060808,10000,0,10000,40058332.96,490000,0,-427280,76.50078364,79.43019785
20060809,10000,0,10000,39901307.63,490000,0,-160230,76.5407122,79.10210792
20060810,10000,0,10000,39326789.73,490000,0,-577710,74.18235062,77.9200003
20060811,10000,0,10000,39590615.87,490000,0,260680,74.53332768,78.45313155
20060814,10000,0,10000,39305663.12,490000,0,-288120,73.73071146,77.86346765
20060815,10000,0,10000,39011867.58,490000,0,-296940,73.2288892,77.25574508
20060816,10000,0,10000,38751858.52,490000,0,-263130,72.06461658,76.71728554
20060817,10000,0,10000,38234578.67,490000,0,-520380,70.22860849,75.65287036
20060818,10000,0,10000,38383657.44,490000,0,146020,71.31153211,75.95130191
20060821,10000,0,10000,38814988.13,490000,0,428260,72.62594798,76.82735055
20060822,10000,0,10000,38813683.33,490000,0,-4410,72.80641437,76.8182956
20060823,10000,0,10000,38535038.43,490000,0,-281750,71.58211397,76.2416062
20060824,10000,0,10000,38642981.23,490000,0,104860,72.18327204,76.45611995
20060825,10000,0,10000,38661262.67,490000,0,15190,72.18437315,76.48716986
20060828,10000,0,10000,38167005.57,490000,0,-497350,70.7795485,75.46950402
20060829,10000,0,10000,38004928.93,490000,0,-165130,69.87654273,75.13163279
20060830,10000,0,10000,38088819.32,490000,0,80850,70.19726032,75.2968518
20060831,10000,0,10000,38184966.43,490000,0,93100,70.42791658,75.48721482
20060901,10000,0,10000,37756331.23,490000,0,-431690,69.3542913,74.60392762
20060905,10000,0,10000,37734361.73,490000,0,-24990,68.76234471,74.55272714
20060906,10000,0,10000,37307160.48,490000,0,-430220,67.65996693,73.67248627
20060907,10000,0,10000,37219495.05,490000,0,-90650,67.47813615,73.4869682
20060908,10000,0,10000,36793232.61,490000,0,-429240,66.40415988,72.60858324
20060911,10000,0,10000,36344396.07,490000,0,-451780,65.76206795,71.68418306
20060912,10000,0,10000,35627493.62,490000,0,-719810,63.90566685,70.21190392
20060913,10000,0,10000,35674443.82,490000,0,44100,64.11610612,70.30175903
20060914,10000,0,10000,35574397.78,490000,0,-102900,63.36378771,70.09106934
20060915,10000,0,10000,35507173.73,490000,0,-70070,63.67449848,69.94751043
20060918,10000,0,10000,35589394.31,490000,0,79380,63.94523115,70.10985293
20060919,10000,0,10000,34759731.46,490000,0,-832510,61.79830724,68.40654883
20060920,10000,0,10000,34004482.24,490000,0,-758030,60.59437995,66.85623345
20060921,10000,0,10000,34087072.59,490000,0,79870,61.17609426,67.01920537
20060922,10000,0,10000,33766889.56,490000,0,-322910,60.23266684,66.35843022
20060925,10000,0,10000,33919530.91,490000,0,149940,61.58667183,66.66503516
20060926,10000,0,10000,33775244.47,490000,0,-147000,61.58658378,66.36432501
20060927,10000,0,10000,34557536.49,490000,0,779590,61.1452514,67.95851442
20060928,10000,0,10000,34726901.10,490000,0,166600,62.9001858,68.29941889
20060929,10000,0,10000,35088359.25,490000,0,358680,63.05073202,69.03329701
20061002,10000,0,10000,34625666.32,490000,0,-465500,61.1647435,68.08105964
20061003,10000,0,10000,33886576.37,490000,0,-741860,58.80784888,66.56348968
20061004,10000,0,10000,33901047.30,490000,0,11760,59.53976466,66.58723502
20061005,10000,0,10000,34059579.38,490000,0,155820,60.16130459,66.90578386
20061006,10000,0,10000,34001054.15,490000,0,-61250,59.89046164,66.78048351
20061010,10000,0,10000,33817574.23,490000,0,-186200,58.64650533,66.39932507
20061011,10000,0,10000,33634569.64,490000,0,-185710,57.71359557,66.0196298
20061012,10000,0,10000,33838160.40,490000,0,200900,57.98419042,66.43041775
20061013,10000,0,10000,34013837.45,490000,0,172970,58.69613964,66.78412629
20061016,10000,0,10000,34607498.56,490000,0,590940,59.70925868,67.992807
20061017,10000,0,10000,34569597.16,490000,0,-40670,59.05732899,67.90966981
20061018,10000,0,10000,34278362.73,490000,0,-294000,57.77329368,67.30820184
20061019,10000,0,10000,34390865.00,490000,0,109760,58.62549943,67.53264741
20061020,10000,0,10000,34150086.27,490000,0,-243530,56.94018918,67.0343266
20061023,10000,0,10000,33954858.27,490000,0,-197960,57.13062975,66.62943006
20061024,10000,0,10000,34155044.66,490000,0,197470,57.02027152,67.03319041
20061025,10000,0,10000,34913847.07,490000,0,756070,59.22634338,68.57939291
20061026,10000,0,10000,34498180.17,490000,0,-418460,60.49004476,67.72363855
20061027,10000,0,10000,34790530.03,490000,0,289590,60.88107637,68.31611505
20061030,10000,0,10000,34002943.27,490000,0,-790370,59.48702683,66.6996932
20061031,10000,0,10000,34089453.51,490000,0,83790,58.85505808,66.8706223
20061101,10000,0,10000,34101000.66,490000,0,8820,58.83477648,66.88842524
20061102,10000,0,10000,33714668.74,490000,0,-389060,58.00222041,66.09259909
20061103,10000,0,10000,34163265.92,490000,0,445900,59.26575577,67.00445444
20061106,10000,0,10000,34618758.98,490000,0,452760,60.14816775,67.93055124
20061107,10000,0,10000,34094288.48,490000,0,-527240,59.05495654,66.85218529
20061108,10000,0,10000,34381706.02,490000,0,284690,59.95742409,67.4341563
20061109,10000,0,10000,34973436.56,490000,0,588980,61.29140178,68.63873967
20061110,10000,0,10000,34427434.43,490000,0,-548800,59.71673031,67.51627766
20061113,10000,0,10000,34119528.63,490000,0,-310660,58.70353669,66.88083379
20061114,10000,0,10000,33988488.19,490000,0,-133770,58.40258856,66.60697616
20061115,10000,0,10000,34350867.27,490000,0,359660,58.88346499,67.34267901
20061116,10000,0,10000,33724945.34,490000,0,-628670,58.88341261,66.05685647
20061117,10000,0,10000,34028503.33,490000,0,300860,60.43798052,66.67181704
20061120,10000,0,10000,34120405.61,490000,0,89180,56.57004599,66.85422523
20061121,0,0,0,35106705.25,490000,0,403270,57.56894576,67.67897007
20061122,10000,10000,0,34904847.95,500000,0,-204330,57.98621231,67.26096709
20061127,10000,0,0,35146640.34,500000,0,239000,60.44964182,67.74019953
20061128,10000,0,0,35202952.07,500000,0,53500,61.1217704,67.84725089
20061129,10000,0,0,35718768.31,500000,0,513000,62.59603882,68.87546952
20061130,10000,0,0,35974625.81,500000,0,253000,63.26882955,69.38249513
20061201,10000,0,0,36236503.78,500000,0,259000,63.56904141,69.90181265
20061204,10000,0,0,35999902.70,500000,0,-239500,63.56908877,69.42146235
20061205,10000,0,0,35930282.69,500000,0,-72500,62.5659717,69.27616324
20061206,10000,0,0,35665157.12,500000,0,-268000,62.32521186,68.73884412
20061207,10000,0,0,35455510.33,500000,0,-212500,62.62593445,68.31263726
20061208,10000,0,0,35255346.77,500000,0,-203000,62.16460565,67.90581109
20061211,10000,0,0,34979167.20,500000,0,-279000,61.35200101,67.34642275
20061212,10000,0,0,34841965.53,500000,0,-140000,61.15132498,67.06561336
20061213,10000,0,0,34873252.89,500000,0,28500,61.50216473,67.1227274
20061214,10000,0,0,35319542.75,500000,0,443500,62.64581959,68.01168329
20061215,10000,0,0,35483868.31,500000,0,161500,63.56823939,68.33534627
20061218,10000,0,0,34898707.02,500000,0,-588000,62.34459746,67.1569434
20061219,10000,0,0,35164498.92,500000,0,263000,63.28716924,67.68369257
20061220,10000,0,0,35651812.08,500000,0,484500,63.35741724,68.65484899
20061221,10000,0,0,35422664.22,500000,0,-232000,62.09354662,68.18977255
20061222,10000,0,0,35343998.03,500000,0,-81500,63.35720095,68.02636356
20061227,10000,0,0,34438325.55,500000,0,-908500,60.46906676,66.2049462
20061228,10000,0,0,34468080.62,500000,0,27000,60.65927156,66.25924141
20070103,10000,0,0,33514838.07,500000,0,-956000,58.44358308,64.34296683
20070104,10000,0,0,32309019.25,500000,0,-1208500,58.44314645,61.92293016
20070105,10000,0,0,32669103.98,500000,0,357500,56.42808452,62.63931707
20070108,10000,0,0,32856717.50,500000,0,185000,56.2070613,63.00987265
20070109,10000,0,0,32666846.04,500000,0,-192500,55.75549405,62.62396123
20070110,10000,0,0,31745959.39,500000,0,-923500,54.13039147,60.77272066
20070111,10000,0,0,30306999.07,500000,0,-1441500,51.98588767,57.88667183
20070112,10000,-50000,0,30404973.55,450000,0,97000,53.09837217,56.82348758
20070116,10000,50000,0,29632448.85,500000,0,-773550,51.31432311,56.35866894
20070117,10000,0,0,29931819.44,500000,0,297000,52.34664081,56.95393246
20070118,10000,0,0,29765213.99,500000,0,-169000,50.58225846,56.61470616
20070119,10000,0,0,30546595.21,500000,0,779000,52.09576908,58.17700688
20070122,10000,0,0,30466038.93,500000,0,-83000,51.23335908,58.01264702
20070123,10000,0,0,31331476.22,500000,0,863000,54.00197709,59.74245005
20070124,10000,0,0,31511982.74,500000,0,178000,54.35158025,60.09913017
20070125,10000,0,0,31121003.69,500000,0,-393500,53.6911298,59.31028015
20070126,10000,0,0,31545493.38,500000,0,422000,55.53570917,60.156141
20070129,10000,0,0,30958517.01,500000,0,-589500,54.12193263,58.97464245
20070130,10000,0,0,32103993.70,500000,0,1143000,57.08921638,61.26519106
20070131,10000,0,0,32770062.02,500000,0,663500,57.74955872,62.59484572
20070201,10000,0,0,32507683.62,500000,0,-265000,57.42762222,62.06387058
20070202,10000,0,0,33290284.24,500000,0,780000,59.14579213,63.62692069
20070205,10000,0,0,33276947.46,500000,0,-16000,58.86510198,63.59520392
20070206,10000,0,0,33159609.61,500000,0,-120000,59.00556258,63.3544904
20070207,10000,0,0,32587762.38,500000,0,-574500,57.8320583,62.20313689
20070208,10000,0,0,33432869.40,500000,0,842500,59.83732739,63.89117942
20070209,10000,0,0,33626544.03,500000,0,191000,60.01777543,64.27411978
20070212,10000,0,0,32816234.16,500000,0,-813000,57.9309296,62.6443259
20070213,10000,0,0,33296359.46,500000,0,477500,59.17368471,63.6014811
20070214,10000,0,0,32695523.16,500000,0,-603500,58.11075189,62.39192087
20070215,10000,0,0,32522638.81,500000,0,-175500,58.11048737,62.03998488
20070216,10000,0,0,33099240.62,500000,0,574000,58.11040093,63.19011577
20070220,10000,0,0,32831888.56,500000,0,-270000,59.52449284,62.6489965
20070221,10000,0,0,33406015.11,500000,0,571500,59.64470514,63.79427619
20070222,10000,0,0,34169187.59,500000,0,760500,59.67475328,65.3185885
20070223,10000,0,0,34614921.12,500000,0,443000,60.64756432,66.20669717
20070226,10000,0,0,34727190.32,500000,0,109500,61.52009072,66.42636184
20070227,10000,0,0,34747468.49,500000,0,17500,61.59029445,66.46137184
20070228,10000,0,0,34914248.29,500000,0,164000,61.92206588,66.79000991
20070301,10000,0,0,35020041.43,500000,0,103000,62.13281054,66.99640609
20070302,10000,0,0,34768343.03,500000,0,-254500,61.77176995,66.48615893
20070305,10000,0,0,34085124.50,500000,0,-686000,60.19690668,65.11138105
20070306,10000,0,0,34401851.31,500000,0,314000,60.81873097,65.74029231
20070307,10000,0,0,34932603.46,500000,0,528000,61.95224985,66.79866125
20070308,10000,0,0,35006898.07,500000,0,71500,61.77172654,66.94189898
20070309,10000,0,0,34473198.62,500000,0,-536500,60.17699714,65.8665551
20070312,10000,0,0,34072456.47,500000,0,-403500,59.0333536,65.05750422
20070313,10000,0,0,33944182.27,500000,0,-131000,58.04995011,64.79471062
20070314,10000,0,0,34062897.81,500000,0,116000,58.28046803,65.02719438
20070315,10000,0,0,33859122.84,500000,0,-206500,57.66872565,64.61318583
20070316,10000,0,0,33722831.57,500000,0,-139000,57.22736081,64.33456775
20070319,10000,0,0,33815529.39,500000,0,90000,56.70576047,64.51487831
20070320,10000,0,0,33654234.64,500000,0,-164000,56.84597209,64.1858981
20070321,10000,0,0,33890426.97,500000,0,233500,57.47767974,64.65412408
20070322,10000,0,0,34655638.21,500000,0,762500,60.76592265,66.18208355
20070323,10000,0,0,34865410.66,500000,0,207000,61.60852933,66.59709367
20070326,10000,0,0,35398199.89,500000,0,530000,63.04253572,67.65964821
20070327,10000,0,0,35625031.75,500000,0,224000,63.06277103,68.10852226
20070328,10000,0,0,36035881.75,500000,0,408000,64.21619825,68.92649892
20070329,10000,0,0,36423264.62,500000,0,384500,66.17171495,69.69720774
20070330,10000,0,0,36490178.48,500000,0,64000,66.01122828,69.82541008
20070402,10000,0,0,36619597.70,500000,0,126500,66.08135421,70.07889482
20070403,10000,0,0,36401027.27,500000,0,-221500,64.77740199,69.63479662
20070404,10000,0,0,36637939.35,500000,0,234000,64.5164464,70.10403714
20070405,10000,0,0,36785370.38,500000,0,144500,64.41611139,70.39346516
20070410,10000,0,0,36476813.21,500000,0,-311500,62.01897861,69.76890024
20070411,10000,0,0,36416731.36,500000,0,-63000,62.13901789,69.64261043
20070412,10000,0,0,36859644.70,500000,0,440000,63.98386463,70.52459604
20070413,10000,0,0,36907093.47,500000,0,44500,63.76334172,70.61369459
20070416,10000,0,0,36367546.03,500000,0,-542500,63.97388151,69.5262545
20070417,10000,0,0,35819455.44,500000,0,-551000,63.23177662,68.42145901
20070418,10000,0,0,35807321.00,500000,0,-15000,63.26164635,68.39134186
20070419,10000,0,0,35570685.58,500000,0,-239500,61.95773935,67.9110698
20070420,10000,0,0,35781531.24,500000,0,208000,63.51198716,68.32808217
20070423,10000,0,0,36523893.76,500000,0,739500,65.47688263,69.80998851
20070424,10000,0,0,36073315.67,500000,0,-453500,64.03291282,68.90108894
20070425,10000,0,0,36647701.53,500000,0,571500,65.24610705,70.04659389
20070426,10000,0,0,36396133.35,500000,0,-254500,65.19593585,69.53654697
20070427,10000,0,0,36957045.04,500000,0,558000,66.60013673,70.65482195
20070430,10000,0,0,36766501.61,500000,0,-193500,65.83791658,70.26701692
20070502,10000,0,0,36158942.93,500000,0,-610500,63.80159766,69.04331299
20070503,10000,0,0,36006835.64,500000,0,-155000,63.32012303,68.73249994
20070504,10000,0,0,35681716.19,500000,0,-328000,62.05629917,68.07475553
20070507,10000,0,0,35366570.72,500000,0,-318000,61.59495105,67.43718659
20070508,10000,0,0,35505400.05,500000,0,136000,62.3868762,67.70977683
20070509,10000,0,0,35234240.48,500000,0,-274000,61.67452667,67.16036962
20070510,10000,0,0,35353059.22,500000,0,116000,61.9351638,67.39283662
20070511,10000,0,0,35621387.47,500000,0,265500,62.49666214,67.92513256
20070514,10000,0,0,35501737.18,500000,0,-122500,62.5870981,67.67927026
20070515,10000,0,0,35822077.32,500000,0,317500,63.30036454,68.31585585
20070516,10000,0,0,35676943.08,500000,0,-148000,62.6780232,68.01909665
20070517,10000,0,0,36385797.24,500000,0,706000,64.99421726,69.43381704
20070518,10000,0,0,36415708.10,500000,0,27000,65.07434519,69.48806824
20070521,10000,0,0,36813121.36,500000,0,394500,66.40821531,70.27888846
20070522,10000,0,0,36267066.41,500000,0,-549000,65.10427918,69.17850908
20070523,10000,0,0,36479967.77,500000,0,210000,65.20445137,69.59917022
20070524,10000,0,0,36115386.17,500000,0,-367500,63.71016878,68.86243165
20070525,10000,0,0,36348275.40,500000,0,230000,64.88327473,69.3234047
20070529,10000,0,0,35439183.26,500000,0,-912000,63.27876912,67.49526984
20070530,10000,0,0,35424018.40,500000,0,-18000,63.61939462,67.45909533
20070531,10000,0,0,35518852.32,500000,0,92000,64.14081593,67.64341195
20070601,10000,0,0,36022693.83,500000,0,501000,65.21349614,68.64761328
20070604,10000,0,0,36557075.64,500000,0,531500,66.34666997,69.71291641
20070605,10000,0,0,36431000.21,500000,0,-129000,65.7450038,69.4542816
20070606,10000,0,0,36515414.69,500000,0,81500,66.09583588,69.61754858
20070607,10000,0,0,36786335.92,500000,0,268000,67.05859312,70.1547008
20070608,10000,0,0,35843778.83,500000,0,-945500,64.88216838,68.25937267
20070611,10000,0,0,36274646.33,500000,0,428000,66.09546895,69.11723861
20070612,10000,0,0,36165548.30,500000,0,-112000,65.48405318,68.89257461
20070613,10000,0,0,36514941.55,500000,0,346500,66.39600464,69.58722915
20070614,10000,0,0,36935362.74,500000,0,417500,67.78999627,70.42389821
20070615,10000,0,0,37183817.57,500000,0,245500,68.13090393,70.91588443
20070618,10000,0,0,37554292.28,500000,0,367500,69.23430181,71.65254393
20070619,10000,0,0,37520796.62,500000,0,-36500,69.24431963,71.5793516
20070620,10000,0,0,37208298.28,500000,0,-315500,68.3316639,70.94681002
20070621,10000,0,0,37026774.95,500000,0,-184500,68.06081163,70.57675085
20070622,10000,0,0,37350237.09,500000,0,320500,69.03349789,71.21933759
20070625,10000,0,0,37388725.11,500000,0,35500,69.07352639,71.29042726
20070626,10000,0,0,36659716.21,500000,0,-732000,67.90995511,69.82352986
20070627,10000,0,0,36794148.98,500000,0,131500,69.1135681,70.08670962
20070628,10000,0,0,36926592.52,500000,0,129500,69.70502828,70.34608955
20070629,10000,0,0,37474546.64,500000,0,545000,70.8252732,71.43828683
20070702,10000,0,0,37853044.61,500000,0,375500,71.56213222,72.19086264
20070703,10000,0,0,38024572.85,500000,0,168500,71.24156499,72.52876197
20070705,10000,0,0,38076114.82,500000,0,48500,71.96255064,72.62590941
20070706,10000,0,0,38352660.91,500000,0,273500,72.96552733,73.17404975
20070709,10000,0,0,38325729.12,500000,0,-30000,72.34370458,73.11391503
20070710,10000,0,0,38557295.18,500000,0,228500,72.96538755,73.57183557
20070711,10000,0,0,38428379.76,500000,0,-132000,72.71486583,73.30730563
20070712,10000,0,0,38365454.03,500000,0,-66000,72.65465064,73.17490589
20070713,10000,0,0,38705023.27,500000,0,336500,74.08891134,73.84956435
20070716,10000,0,0,38632119.67,500000,0,-76000,74.30983859,73.6973747
20070717,10000,0,0,38480210.24,500000,0,-155000,74.17933987,73.38663264
20070718,10000,0,0,39035788.66,500000,0,552500,75.21207832,74.49400462
20070719,10000,0,0,39350411.52,500000,0,311500,76.08467511,75.11822082
20070720,10000,0,0,39322559.55,500000,0,-31000,75.73366638,75.05609845
20070723,10000,0,0,39055705.36,500000,0,-270000,74.85090983,74.51476089
20070724,10000,0,0,38468329.81,500000,0,-590500,73.66709836,73.33132913
20070725,10000,0,0,39142907.28,500000,0,671500,70.87939381,74.67700916
20070726,10000,0,0,38767538.71,500000,0,-378500,75.11070712,73.91825176
20070727,10000,0,0,39329140.12,500000,0,558500,76.68554821,75.0375719
20070730,10000,0,0,39267786.45,500000,0,-64500,76.49709437,74.90826284
20070731,10000,0,0,39823927.87,500000,0,553000,78.37925293,76.01657775
20070801,10000,0,0,39551113.78,500000,0,-276000,76.6941178,75.46335633
20070802,10000,0,0,39727777.87,500000,0,173500,77.02507513,73.1982061
20070803,10000,0,0,39589956.10,500000,0,-141000,75.64087995,72.91541344
20070806,10000,0,0,38463123.29,500000,0,-1130000,72.21364534,70.65071358
20070807,10000,0,0,38548700.34,500000,0,82500,72.11764846,70.81587596
20070808,10000,0,0,38252284.24,500000,0,-299500,72.3228544,70.21540768
20070809,10000,0,0,38082344.42,500000,0,-173000,71.74090187,69.86869461
20070810,10000,0,0,37896891.01,500000,0,-188500,71.61028777,69.49067169
20070813,10000,0,0,37630422.76,500000,0,-269500,71.76048921,68.95025234
20070814,10000,0,0,37746433.19,500000,0,113000,72.53257033,69.17681684
20070815,10000,0,0,38205952.91,500000,0,456500,73.48581851,70.09180881
20070816,10000,0,0,37502509.38,500000,0,-706500,71.14764861,68.6759772
20070817,10000,0,0,37700009.58,500000,0,194500,72.13017032,69.06545878
20070820,10000,0,0,37521525.59,500000,0,-181500,71.26775963,68.70150305
20070821,10000,0,0,37152527.31,500000,0,-372000,69.61295305,67.95594891
20070822,10000,0,0,37118499.51,500000,0,-37000,69.4518765,67.88175034
20070823,10000,0,0,37342968.99,500000,0,221500,70.17388228,68.32566559
20070824,10000,0,0,37671956.43,500000,0,326000,71.52774039,68.97919381
20070827,10000,0,0,37917970.18,500000,0,243000,72.11930398,69.46590542
20070828,10000,0,0,37715503.62,500000,0,-205500,71.87869982,69.05381046
20070829,10000,0,0,37987020.86,500000,0,268500,73.66365353,69.59222796
20070830,10000,0,0,37845559.82,500000,0,-144500,73.51322054,69.30241845
20070831,10000,0,0,38114087.47,500000,0,265500,74.19537716,69.83478264
20070904,10000,0,0,38507136.59,500000,0,390000,75.22818416,70.61612199
20070905,10000,0,0,38393717.17,500000,0,-116500,75.89008511,70.38251675
20070906,10000,0,0,38628788.66,500000,0,232000,76.4616975,70.84783187
20070907,10000,0,0,38872878.97,500000,0,241000,76.8631771,71.33048733
20070910,10000,0,0,39075488.80,500000,0,199500,77.65561918,71.73027687
20070911,10000,0,0,39448614.84,500000,0,370000,78.39774369,72.47200393
20070912,10000,0,0,39914270.72,500000,0,462500,80.08271606,73.39884213
20070913,10000,0,0,39751463.87,500000,0,-166000,80.26301077,73.06573934
20070914,10000,0,0,39637143.98,500000,0,-117500,79.27039676,72.83042162
20070917,10000,0,0,39953814.96,500000,0,313500,80.73499177,73.45864798
20070918,10000,0,0,40113511.26,500000,0,156500,81.68759199,73.77228942
20070919,10000,0,0,40495220.34,500000,0,378500,82.1088498,74.53099555
20070920,10000,0,0,40926959.96,500000,0,428500,83.50312313,75.38991247
20070921,10000,0,0,41262234.12,500000,0,332000,83.53306168,76.05520715
20070924,10000,0,0,41470535.09,500000,0,205000,82.8409619,76.46602442
20070925,10000,0,0,40906852.74,500000,0,-567000,81.81012568,75.32965598
20070926,10000,0,0,40586125.29,500000,0,-324000,80.47398026,74.68016692
20070927,10000,0,0,41060872.18,500000,0,471500,83.16149823,75.62525844
20070928,10000,0,0,40828157.05,500000,0,-236000,81.83727551,75.15205677
20071001,10000,0,0,40464423.30,500000,0,-367000,80.41276263,74.41623321
20071002,10000,0,0,40289160.45,500000,0,-178500,80.22211163,74.05838189
20071003,10000,0,0,40264883.58,500000,0,-27500,80.14170303,74.00324417
20071004,10000,0,0,41052604.78,500000,0,784500,81.61595365,75.57523842
20071005,10000,0,0,41429888.98,500000,0,374000,81.39522228,76.32485262
20071009,10000,0,0,41024203.37,500000,0,-409000,80.43230338,75.50495834
20071010,10000,0,0,41486485.31,500000,0,459000,81.47510536,76.42503583
20071011,10000,0,0,41796304.23,500000,0,306500,83.26037264,77.03954605
20071012,10000,0,0,41928647.93,500000,0,129000,83.87207517,77.29792199
20071015,10000,0,0,42634502.23,500000,0,702500,86.31949607,78.70579411
20071016,10000,0,0,42974912.99,500000,0,337000,87.80395771,79.38119399
20071017,10000,0,0,42718350.98,500000,0,-260000,87.59328935,78.86017379
20071018,10000,0,0,43272768.45,500000,0,551000,89.66942574,79.96446719
20071019,10000,0,0,43139230.27,500000,0,-137000,88.79694083,79.69016501
20071022,10000,0,0,43001681.41,500000,0,-141000,87.7535944,79.40748266
20071023,10000,0,0,42912621.54,500000,0,-92500,86.66006743,79.22198314
20071024,10000,0,0,43450054.55,500000,0,534000,89.54822883,80.29222555
20071025,10000,0,0,44308530.56,500000,0,855000,93.16880852,82.00576679
20071026,10000,0,0,44835075.24,500000,0,523000,92.06494122,83.054035
20071029,10000,0,0,45929662.04,500000,0,1091000,93.72999065,85.24038647
20071030,10000,0,0,44959336.42,500000,0,-974000,90.58020122,83.28885706
20071031,10000,0,0,45932433.16,500000,0,969500,94.74102372,85.23137223
20071101,10000,0,0,45642107.76,500000,0,-294000,93.68798153,84.64224534
20071102,10000,0,0,46397259.13,500000,0,751500,96.14476626,86.14822978
20071105,10000,0,0,45941470.91,500000,0,-459500,94.18963918,85.22724884
20071106,10000,0,0,46856646.23,500000,0,911500,94.18891084,87.05391914
20071107,10000,0,0,47142894.76,500000,0,282500,96.58585241,87.62027237
20071108,10000,0,0,47050166.19,500000,0,-96500,95.67335972,87.42701646
20071109,10000,0,0,47203930.20,500000,0,150000,96.535651,87.72763234
20071113,10000,0,0,45400206.52,500000,0,-1807500,91.37290189,84.10610868
20071114,10000,0,0,46061838.53,500000,0,658000,93.73343236,85.42450053
20071115,10000,0,0,45748523.48,500000,0,-317000,93.07650454,84.78902437
20071116,10000,0,0,46393683.36,500000,0,641500,95.30297094,86.07464125
20071119,10000,0,0,46862894.86,500000,0,465500,95.95455448,87.00754575
20071120,10000,0,0,48056643.89,500000,0,1190000,99.04312249,89.39228839
20071121,10000,0,0,47934488.42,500000,0,-126000,98.00025256,89.14011945
20071123,10000,0,0,48310323.18,500000,0,372000,98.39132465,89.885973
20071126,10000,0,0,48204688.00,500000,0,-109500,97.91987166,89.66638394
20071127,10000,0,0,47203044.38,500000,0,-1005500,94.62890487,87.65118513
20071128,10000,0,0,46128820.62,500000,0,-1078000,90.82037222,85.49026944
20071129,10000,0,0,46428010.93,500000,0,295500,91.27053133,86.0819839
20071130,10000,0,0,45988225.17,500000,0,-443500,88.90442588,85.1927729
20071203,10000,0,0,46544904.23,500000,0,553000,89.50516884,86.30124279
20071204,10000,0,0,46571627.82,500000,0,23000,88.51044991,86.34721171
20071205,10000,0,0,46200853.55,500000,0,-374500,87.6783545,85.59633782
20071206,10000,0,0,46999549.62,500000,0,795000,90.42582495,87.18988276
20071207,10000,0,0,46540309.58,500000,0,-463000,88.47032597,86.26177975
20071210,10000,0,0,46452532.81,500000,0,-91500,88.04893471,86.07814666
20071211,10000,0,0,47102249.01,500000,0,646000,90.21482014,87.37284425
20071212,10000,0,0,48585017.19,500000,0,1479000,94.59603964,90.33647904
20071213,10000,0,0,48082903.99,500000,0,-506000,92.44988937,89.32242462
20071214,10000,0,0,47983750.62,500000,0,-103000,91.46699714,89.11594149
